Date,Mine Name,City,State,Killed,Product,Accident Type,Mine Type,Mining Sector
03/17/1839,Black Heath,Richmond,VA,53,Coal,Explosion,UG,Coal
06/14/1844,Black Heath,Richmond,VA,11,Coal,Explosion,UG,Coal
01/11/1846,No. 1,Carbondale,PA,14,Coal,Cave-in,UG,Coal
02/18/1847,Spencer,Pottsville,PA,7,Coal,Explosion,UG,Coal
11/29/1850,"Cox's Pit, Clover Hill",Winterpock,VA,7,Coal,Explosion,UG,Coal
05/14/1854,Chesterfield,New Richmond,VA,20,Coal,Explosion,UG,Coal
03/18/1855,Midlothian,Coalfield,VA,55,Coal,Explosion,UG,Coal
04/12/1859,Bright Hope,Winterpock,VA,9,Coal,Explosion,UG,Coal
11/29/1863,"Raccoon, Clover Hill",Winterpock,VA,17,Coal,Explosion,UG,Coal
04/02/1867,Bright Hope,Winterpock,VA,69,Coal,Explosion,UG,Coal
04/06/1869,Kentucky-Yellow Jacket,Gold Hill,NV,37,Gold,Fire in timbers,UG,Metal
09/05/1869,Avondale,Plymouth,PA,110,Coal,Fire,UG,Coal
03/21/1870,Potts,Locustdale,PA,5,Coal,Explosion,UG,Coal
08/09/1870,Heins & Glassmire,Middleport,PA,9,Coal,Cage fall (shaft),UG,Coal
08/28/1870,Preston No. 3,Girardville,PA,7,Coal,Cage fall (shaft),UG,Coal
05/26/1871,West Pittston,West Pittston,PA,20,Coal,Smoke,UG,Coal
08/13/1871,Eagle Shaft,Pittston,PA,17,Coal,Explosion,UG,Coal
10/01/1871,Otto Red Ash,Branch Dale,PA,5,Coal,Explosion,UG,Coal
07/02/1872,Atwater Slope,Atwater Township,OH,10,Coal,Fire,UG,Coal
06/09/1873,Henry Clay,Shamokin,PA,10,Coal,Fire,UG,Coal
09/19/1873,Yellow Jacket,Gold Hill,NV,6,Gold,Fire blacksmith forge,UG,Metal
02/12/1874,Phoenix,Phoenix,MI,6,Copper,Explosion of dynamite,Surface,Metal
05/29/1874,Amador,Amador,CA,5,Gold,Cage fell to bottom,UG,Metal
05/19/1876,Midlothian,Coalfield,VA,8,Coal,Fire,UG,Coal
07/23/1876,Black Diamond,Nortonville,CA,6,Coal,Fire,UG,Coal
05/08/1877,Wadesville,Wadesville,PA,7,Coal,Explosion,UG,Coal
07/10/1877,Brookfield,Brookfield,OH,7,Coal,Suffocation,UG,Coal
01/14/1878,Potts,Locust Dale,PA,5,Coal,Explosion,UG,Coal
11/20/1878,Sullivan,Sullivan,IN,8,Coal,Explosion,UG,Coal
05/05/1879,Audenried,Audenried,PA,6,Coal,Explosion,UG,Coal
10/02/1879,Tioga,Bodie,CA,6,Gold,Cage accident,UG,Metal
11/01/1879,Mill Creek,Mill Creek,PA,5,Coal,Explosion,UG,Coal
03/04/1880,No. 2 Shaft,Nanticoke,PA,6,Coal,Explosion,UG,Coal
05/02/1880,Lykens Valley,Shamokin,PA,5,Coal,Explosion,UG,Coal
02/09/1881,Robbins,Robbins,OH,6,Coal,Explosion,UG,Coal
02/15/1881,Belmont,Belmont,MT,6,Copper,Fire from blacksmith,UG,Metal
03/03/1881,Almy,Almy,WY,38,Coal,Explosion,UG,Coal
02/02/1882,Midlothian,Coalfield,VA,32,Coal,Explosion,UG,Coal
05/23/1882,Kohinoor,Shenandoah,PA,5,Coal,Explosion,UG,Coal
01/08/1883,Coulterville,Coulterville,IL,10,Coal,Explosion,UG,Coal
02/15/1883,Diamond,Braidwood,IL,69,Coal,Inrush of water,UG,Coal
01/23/1884,Crested Butte,Crested Butte,CO,59,Coal,Explosion,UG,Coal
02/19/1884,West Leisenring,West Leisenring,PA,19,Coal,Explosion,UG,Coal
03/12/1884,Laurel,Pocahontas,VA,112,Coal,Explosion,UG,Coal
05/02/1884,Gouverneur,Gouverneur,NY,6,Marble,Explosion of boiler,Surface,Stone
08/20/1884,Buck Ridge,Shamokin,PA,7,Coal,Fire,UG,Coal
10/26/1884,Youngstown,Uniontown,PA,14,Coal,Explosion,UG,Coal
04/05/1885,Cuyler,Raven Run,PA,10,Coal,Roof fall,UG,Coal
08/10/1885,West End,Mocanaqua,PA,10,Coal,Gas/boiler fire,UG,Coal
10/20/1885,Plymouth No. 2,Plymouth,PA,6,Coal,Explosion,UG,Coal
11/12/1885,Bull Domingo,Silver Cliff,CO,10,"Silver, Gold",Dynamite explosion,UG,Metal
12/17/1885,Slope No. 1,Nanticoke,PA,26,Coal,Inrush of water,UG,Coal
01/11/1886,Almy No. 4,Almy,WY,13,Coal,Explosion,UG,Coal
01/20/1886,Newburg,Newburg,WV,39,Coal,Explosion,UG,Coal
03/07/1886,Uniondale,Dunbar,PA,6,Coal,Explosion,UG,Coal
08/29/1886,Fair Lawn,Scranton,PA,6,Coal,Explosion,UG,Coal
09/12/1886,Marvine,Scranton,PA,8,Coal,Suffocated by gas,UG,Coal
11/25/1886,Conyngham,Wilkes-Barre,PA,12,Coal,Explosion,UG,Coal
04/03/1887,Old Savanna No. 2,Savanna,OK,18,Coal,Explosion,UG,Coal
04/26/1887,Tunnel,Ashland,PA,5,Coal,Suffocated by gas,UG,Coal
09/30/1887,Bast,Ashland,PA,5,Coal,Suffocated by gas,UG,Coal
03/28/1888,Keith & Perry No. 6,Rich Hill,MO,24,Coal,Explosion,UG,Coal
11/02/1888,Kettle Creek,Clinton Co.,PA,17,Coal,Explosion,UG,Coal
11/08/1888,Shaft No. 2,Frontenac,KS,40,Coal,Explosion,UG,Coal
05/08/1889,Kaska William,Middleport,PA,10,Coal,Mine car fell on men in cage,UG,Coal
09/08/1889,White Ash,Golden,CO,10,Coal,Inrush of water,UG,Coal
11/22/1889,Neversweat-St. Lawrence,Butte,MT,6,Copper,Fire,UG,Metal
01/31/1890,Nottingham,Plymouth,PA,8,Coal,Explosion,UG,Coal
03/02/1890,Shaft No. 3,Wilkes-Barre,PA,8,Coal,Fire,UG,Coal
04/01/1890,Susquehanna No. 4,Nanticoke,PA,5,Coal,Explosion,UG,Coal
05/14/1890,Jersey No. 8,Ashley,PA,26,Coal,Explosion,UG,Coal
06/15/1890,Hill Farm,Dunbar,PA,31,Coal,Fire,UG,Coal
01/26/1891,Mammouth,Mount Pleasant,PA,109,Coal,Explosion,UG,Coal
02/03/1891,Spring Mountain,Jeanesville,PA,9,Coal,Inrush of water,UG,Coal
05/21/1891,Pratt No. 1 Shaft,Pratt City,AL,11,Coal,Explosion,UG,Coal
10/22/1891,Richardson,Glen Carbon,PA,7,Coal,Suffocation by gas,UG,Coal
11/07/1891,Susquehanna No. 1,Nanticoke,PA,12,Coal,Explosion,UG,Coal
01/06/1892,No. 11,Krebs,OK,100,Coal,Explosion,UG,Coal
04/19/1892,Lytle,Minersville,PA,10,Coal,Inrush of water,UG,Coal
05/09/1892,Roslyn,Roslyn,WA,45,Coal,Explosion,UG,Coal
07/22/1892,York Farm,Pottsville,PA,15,Coal,Explosion,UG,Coal
01/09/1893,Como,King,CO,24,Coal,Explosion,UG,Coal
02/10/1893,Sheldon Quarry,West Rutland,VT,5,Marble,Roof fall,Surface,Stone
02/13/1893,Chicago and Iowa,Albia,IA,8,Coal,Explosion,UG,Coal
03/12/1893,Choctaw,Alderson,OK,9,Coal,Explosion,UG,Coal
03/31/1893,Neilson,Shamokin,PA,10,Coal,Fire,UG,Coal
04/20/1893,Silver Bow No. 2,Butte,MT,9,Copper,Fire,UG,Metal
05/13/1893,Red Jacket Shaft,Calumet,MI,10,Copper,Hoisting cage overwind,UG,Metal
06/21/1893,Susquehanna No. 1,Nanticoke,PA,5,Coal,Explosion,UG,Coal
09/20/1893,Lance No. 11,Plymouth,PA,6,Coal,Explosion,UG,Coal
09/27/1893,Mansfield,Crystal Falls,MI,28,Iron,Inrush of water,UG,Metal
02/12/1894,Gaylord,Plymouth,PA,13,Coal,Roof fall,UG,Coal
07/16/1894,West Slope No. 1,Stockton,PA,8,Coal,Dynamite explosion,UG,Coal
08/23/1894,Franklin,Franklin,WA,37,Coal,Fire,UG,Coal
10/07/1894,Luke Fidler,Shamokin,PA,5,Coal,Fire,UG,Coal
10/10/1894,Henry Clay,Shamokin,PA,6,Coal,Boiler explosion,UG,Coal
11/19/1894,Blanche,Standard,WA,8,Coal,Explosion,UG,Coal
01/21/1895,Tate,Sturgis,KY,5,Coal,Powder explosion,UG,Coal
02/17/1895,West Bear Ridge,Mahanoy Plane,PA,5,Coal,Explosion,UG,Coal
02/26/1895,White Ash,Cerrillos,NM,24,Coal,Explosion,UG,Coal
03/09/1895,Old Abe,White Oaks,NM,8,Gold,Fire,UG,Metal
03/19/1895,Red Canyon,Red Canyon,WY,62,Coal,Explosion,UG,Coal
04/07/1895,Blue Canyon,Lake Whatcom,WA,23,Coal,Explosion,UG,Coal
08/28/1895,Sleepy Hollow,Sleepy Hollow,CO,12,Gold,Mine flooded,UG,Metal
09/06/1895,Osceolo,Calumet,MI,30,Copper,Fire on 27th level,UG,Metal
09/25/1895,Belgian,Leadville,CO,6,Gold,Dynamite explosion,UG,Metal
10/06/1895,Dorrance,Wilkes-Barre,PA,7,Coal,Explosion,UG,Coal
12/18/1895,Cumnock,Cumnock,NC,39,Coal,Explosion,UG,Coal
12/19/1895,Nelson,Dayton,TN,28,Coal,Explosion,UG,Coal
01/03/1896,Anna Lee,El Paso County,CO,8,Gold,Cave-in of shaft,UG,Metal
02/17/1896,Vulcan,New Castle,CO,49,Coal,Explosion,UG,Coal
03/22/1896,Berwind,Dubois,PA,13,Coal,Explosion,UG,Coal
04/07/1896,Hope,Basin,MT,7,Gold,Fire,UG,Metal
04/10/1896,St. Lawrence,Butte,MT,6,Copper,Powder explosion,UG,Metal
06/27/1896,Twin Shaft,Pittston,PA,58,Coal,Roof fall,UG,Coal
10/28/1896,Shaft No. 3,South Wilkes-Barre,PA,6,Coal,Explosion,UG,Coal
12/25/1896,Oswald,Princeton,IN,7,Coal,Explosion,UG,Coal
01/03/1897,No. 1,Alderson,OK,5,Coal,Explosion,UG,Coal
01/12/1897,Wadesville,Wadesville,PA,5,Coal,Crosshead fell/shaft,UG,Coal
03/03/1897,Kansas & Texas No. 44,Huntington,AR,14,Coal,Explosion,UG,Coal
06/23/1897,Gould & Curry,Virginia City,NV,11,"Gold, Silver",Fire in shaft,UG,Metal
09/02/1897,Sunshine,Sunshine,CO,12,Coal,Explosion,UG,Coal
09/19/1897,Belle Ellen,Belle Ellen,AL,5,Coal,Fire,UG,Coal
09/27/1897,Jermyn No. 1,Rendham,PA,5,Coal,Fire,UG,Coal
10/29/1897,Von Storch,Scranton,PA,6,Coal,Fire,UG,Coal
03/18/1898,No. 2 Slope,Unknown,AL,6,Coal,Explosion,UG,Coal
05/25/1898,Kaska Williams,Middleport,PA,6,Coal,Inrush of water,UG,Coal
09/22/1898,Umpire,Brownsville,PA,8,Coal,Explosion,UG,Coal
09/30/1898,Midvale,Wilkes-Barre,PA,5,Coal,Fire,UG,Coal
11/04/1898,Exeter,West Pittston,PA,9,Coal,Cage accident,UG,Coal
02/20/1899,Blocton No. 2,Blocton,AL,5,Coal,Explosion,UG,Coal
04/20/1899,Cook & White,Madrid,NM,5,Coal,Explosion,UG,Coal
05/22/1899,Cumnock,Cumnock,NC,23,Coal,Explosion,UG,Coal
07/23/1899,Grindstone,Grindstone,PA,5,Coal,Explosion,UG,Coal
12/08/1899,Carbon Hill No. 7,Carbonado,WA,31,Coal,Explosion,UG,Coal
12/22/1899,Sumner,Sumner,PA,19,Coal,Explosion,UG,Coal
3/5/1900,Red Ash,Red Ash,WV,46,Coal,Explosion,UG,Coal
4/30/1900,Winter Quarters 1 & 4,Scofield,UT,200,Coal,Explosion,UG,Coal
5/22/1900,Cumnock,Cumnock,NC,23,Coal,Explosion,UG,Coal
8/20/1900,Issaqua No. 4,Issaquah,WA,5,Coal,Fire,UG,Coal
11/8/1900,Buck Mountain,Mahanoy City,PA,7,Coal,Explosion,UG,Coal
2/24/1901,Diamondville No. 1,Diamondville,WY,26,Coal,Fire,UG,Coal
4/28/1901,McAlester No. 5,Alderson,OK,6,Coal,Explosion,UG,Coal
5/14/1901,Chatham,Farmington,WV,10,Coal,Explosion,UG,Coal
5/26/1901,Richland,Dayton,TN,20,Coal,Explosion,UG,Coal
6/3/1901,Chapin,Iron Mtn.,MI,8,Iron,Dynamite explosion,UG,Metal
6/9/1901,Port Royal No. 2,Port Royal,PA,19,Coal,Explosion,UG,Coal
9/15/1901,Spring Gulch,Spring Gulch,CO,6,Coal,Explosion,UG,Coal
10/24/1901,Buttonwood,Plymouth,PA,6,Coal,Explosion,UG,Coal
10/25/1901,Diamondville,Diamondville,WY,22,Coal,Explosion,UG,Coal
11/13/1901,Pocahontas,Pocahontas,VA,17,Coal,Fires (11th & 14th),UG,Coal
11/19/1901,Smuggler-Union,Pandora,CO,31,"Gold, Silver",Bunk house fire,UG,Metal
12/27/1901,No. 1,Hartshorne,OK,6,Coal,Haulage,UG,Coal
1/12/1902,Milby & Dow,Dow,OK,10,Coal,Fire,UG,Coal
1/23/1902,Lost Creek No. 2,Oskaloosa,IA,20,Coal,Explosion,UG,Coal
3/5/1902,Catsburg,Monongahela,PA,5,Coal,Explosion,UG,Coal
3/30/1902,Nelson,Dayton,TN,16,Coal,Explosion,UG,Coal
5/18/1902,Fraterville,Coal Creek,TN,184,Coal,Explosion,UG,Coal
7/9/1902,Rolling Mill,Johnstown,PA,112,Coal,Explosion,UG,Coal
7/14/1902,Park-Utah,Park City,UT,34,"Lead, Zinc, Copper, Silver",Powder fumes,UG,Metal
8/6/1902,Bowen,Bowen,CO,13,Coal,Explosion,UG,Coal
9/14/1902,Algoma No. 7,Algoma,WV,17,Coal,Explosion,UG,Coal
9/21/1902,Stafford,Stafford,WV,6,Coal,Explosion,UG,Coal
9/30/1902,Lawson,Black Diamond,WA,11,Coal,Explosion,UG,Coal
11/28/1902,Luke Fidler,Shamokin,PA,7,Coal,Explosion,UG,Coal
3/14/1903,Cardiff,Cardiff,IL,5,Coal,Explosion,UG,Coal
3/22/1903,"Athens, No. 2",Athens,IL,6,Coal,Explosion,UG,Coal
3/30/1903,Sandoval,Sandoval,IL,8,Coal,Explosion,UG,Coal
4/11/1903,Central Slope 77,Carbon,OK,6,Coal,Explosion,UG,Coal
6/18/1903,"Blossburg, No. 3",Blossburg,NM,5,Coal,Explosion,UG,Coal
6/29/1903,"Hanna, No. 1",Hanna,WY,169,Coal,Explosion,UG,Coal
11/5/1903,Kearsarge,Virginia City,MT,9,Gold,Fire,UG,Metal
11/19/1903,Bonanza No. 20,Bonanza,AR,11,Coal,Explosion,UG,Coal
11/20/1903,Ferguson,Connellsville,PA,17,Coal,Explosion,UG,Coal
1/24/1904,Harwick,Cheswick,PA,179,Coal,Explosion,UG,Coal
1/25/1904,Stratton's Independence,Victor,CO,14,Gold,Cage accident,UG,Metal
4/19/1904,Stearns No. 5,Stearns,KY,5,Coal,Explosion,UG,Coal
5/4/1904,Locust Gap,Locust Gap,PA,5,Coal,Fire,UG,Coal
5/10/1904,Big Muddy,Herrin,IL,10,Coal,Explosion,UG,Coal
10/27/1904,Tercio,Terico,CO,19,Coal,Explosion,UG,Coal
11/1/1904,Auchincloss,Nanticoke,PA,10,Coal,Haulage,UG,Coal
12/3/1904,Horton,Horton,WV,7,Coal,Fire,UG,Coal
12/6/1904,No. 5,Burnett,WA,17,Coal,Explosion,UG,Coal
1/15/1905,No. 1,Decatur,IL,6,Coal,Fire,UG,Coal
2/17/1905,Lytle,Minersville,PA,5,Coal,Haulage,UG,Coal
2/19/1905,Virginia City,Virginia City,AL,112,Coal,Explosion,UG,Coal
2/25/1905,Grapevine,Wilcoe,WV,6,Coal,Explosion,UG,Coal
3/8/1905,Clear Spring,West Pittston,PA,7,Coal,Haulage,UG,Coal
3/17/1905,Rush Run & Red Ash,Red Ash,WV,24,Coal,Explosions,UG,Coal
3/21/1905,Oswald,Princeton,IN,9,Coal,Explosion,UG,Coal
4/2/1905,Zeigler,Zeigler,IL,49,Coal,Explosion,UG,Coal
4/19/1905,Cabin Creek,Kayford,WV,6,Coal,Explosion,UG,Coal
4/25/1905,Conyngham,Wilkes-Barre,PA,10,Coal,Haulage,UG,Coal
4/26/1905,Eleanora,Dubois,PA,13,Coal,Explosion,UG,Coal
4/29/1905,No. 19,Wilburton,OK,13,Coal,Explosion,UG,Coal
5/11/1905,Cora,Butte,MT,7,Copper,Explosion of explosives,UG,Metal
7/4/1905,Tidewater,Vivian,WV,5,Coal,Explosion,UG,Coal
7/5/1905,Fuller,Searight,PA,6,Coal,Explosion,UG,Coal
10/12/1905,Clyde,Fredericktown,PA,6,Coal,Fire,UG,Coal
10/28/1905,Hazel Kirk No. 2,Monongahela,PA,5,Coal,Explosion,UG,Coal
11/3/1905,Tidewater,Vivian,WV,7,Coal,Explosion,UG,Coal
11/14/1905,Braznell,Bentleyville,PA,7,Coal,Explosion,UG,Coal
12/1/1905,Diamondville No. 1,Diamondville,WY,18,Coal,Explosion,UG,Coal
1/3/1906,Coaldale,Coaldale,WV,22,Coal,Explosion,UG,Coal
1/17/1906,Detroit,Detroit,WV,18,Coal,Explosion,UG,Coal
1/23/1906,Poteau No. 6,Witteville,OK,14,Coal,Explosion,UG,Coal
2/7/1906,Parral,Parral,WV,23,Coal,Explosion,UG,Coal
2/18/1906,Maitland,Walsenburg,CO,14,Coal,Explosion,UG,Coal
2/26/1906,Little Cahaba,Piper,AL,12,Coal,Explosion,UG,Coal
3/21/1906,Century No. 1,Century,WV,23,Coal,Explosion,UG,Coal
4/21/1906,Cuatro,Tercio,CO,18,Coal,Explosion,UG,Coal
6/6/1906,Red Lodge,Red Lodge,MT,8,Coal,Fire,UG,Coal
8/5/1906,Susquehanna No. 7,Nanticoke,PA,6,Coal,Explosion,UG,Coal
10/2/1906,Pocahontas,Pocahontas,VA,36,Coal,Explosion,UG,Coal
10/4/1906,Dutchman,Blossburg,NM,10,Coal,Explosion,UG,Coal
10/23/1906,Rolling Mill,Johnstown,PA,7,Coal,Explosion,UG,Coal
11/2/1906,San Toy No. 1,San Toy,OH,5,Coal,Haulage,UG,Coal
12/21/1906,Breese-Trenton,Breese,IL,6,Coal,Haulage,UG,Coal
1/13/1907,Deering No. 7,Clinton,IN,7,Coal,Explosion,UG,Coal
1/22/1907,Primero,Primero,CO,24,Coal,Explosion,UG,Coal
1/25/1907,Lorentz,Penco,WV,12,Coal,Explosion,UG,Coal
1/28/1907,Stuart,Stuart,WV,84,Coal,Explosion,UG,Coal
2/3/1907,Thomas No. 25,Thomas,WV,25,Coal,Explosion,UG,Coal
3/1/1907,Holden,Taylor,PA,7,Coal,Explosion,UG,Coal
3/15/1907,Bond & Bruce,Tacoma,VA,11,Coal,Explosion,UG,Coal
4/25/1907,Morgan,Black Diamond,WA,7,Coal,Explosion,UG,Coal
4/30/1907,Whipple,Scarboro,WV,16,Coal,Explosion,UG,Coal
5/18/1907,Engleville,Engleville,CO,5,Coal,Fire,UG,Coal
6/17/1907,Johnson No. 1,Priceburg,PA,7,Coal,Explosion,UG,Coal
8/16/1907,Sonman,Sonman,PA,5,Coal,Haulage,UG,Coal
11/29/1907,Fremont Consolidated,Drytown,CA,11,Gold,Fire at foot of shaft,UG,Metal
11/30/1907,Naomi,Fayette City,PA,34,Coal,Explosion,UG,Coal
12/5/1907,Monongah No. 6 and 8,Monongah,WV,362,Coal,Explosions,UG,Coal
12/6/1907,Rolling Mill Mine,Negaunee,MI,10,Iron,Fall of skip,UG,Metal
12/15/1907,Yolande,Yolande,AL,57,Coal,Explosion,UG,Coal
12/18/1907,Darr,Van Meter,PA,239,Coal,Explosion,UG,Coal
12/30/1907,Bernal,Carthage,NM,11,Coal,Explosion,UG,Coal
1/29/1908,Backman,Hawks Nest,WV,9,Coal,Explosion,UG,Coal
2/9/1908,Moody,South Carrolton,KY,9,Coal,Explosion,UG,Coal
3/27/1908,Hanna No. 1,Hanna,WY,59,Coal,Explosion,UG,Coal
5/11/1908,Mount Lookout,Wyoming,PA,12,Coal,Explosion,UG,Coal
5/12/1908,Prospect,Wilkes-Barre,PA,5,Coal,Roof fall/bump,UG,Coal
7/14/1908,Williamstown,Williamstown,PA,6,Coal,Explosion,UG,Coal
8/25/1908,Hailey-Okla. No. 1,Haileyville,OK,29,Coal,Fire,UG,Coal
8/27/1908,Warrior Run,Wilkes-Barre,PA,6,Coal,Haulage,UG,Coal
11/15/1908,Pratt No. 3,Ensley,AL,8,Coal,Fire,UG,Coal
11/19/1908,Red Lodge,Red Lodge,MT,9,Coal,Fire,UG,Coal
11/27/1908,Rachel and Agnes,Marianna,PA,154,Coal,Explosion,UG,Coal
12/28/1908,Lick Branch,Switchback,WV,50,Coal,Explosion,UG,Coal
1/9/1909,Zeigler,Zeigler,IL,26,Coal,Explosion,UG,Coal
1/9/1909,Carbon Hill,Gayton,VA,6,Coal,Explosion,UG,Coal
1/11/1909,Lick Branch,Switchback,WV,67,Coal,Explosion,UG,Coal
1/18/1909,Stone Canyon,Chancellor,CA,6,Coal,Explosion,UG,Coal
1/24/1909,Washington No. 5,Franklin,MD,5,Coal,Haulage,UG,Coal
1/24/1909,Orenda No. 2,Boswell,PA,5,Coal,Explosion,UG,Coal
2/1/1909,Short Creek,Short Creek,AL,18,Coal,Explosion,UG,Coal
2/25/1909,Keystone,Joplin,MO,5,Lead,Fall of rock,UG,Metal
3/1/1909,No. 14,Pittston,PA,8,Coal,Explosion,UG,Coal
3/19/1909,Sunnyside,Evansville,IN,6,Coal,Explosion,UG,Coal
3/30/1909,Echo,Buery,WV,6,Coal,Explosion,UG,Coal
4/8/1909,Eureka No. 37,Wimber,PA,7,Coal,Explosion,UG,Coal
4/12/1909,Slate Quarry,Granville,NY,5,Slate,Cave-in,Surface,Stone
6/22/1909,Lackawanna No. 4,Wehrum,PA,21,Coal,Explosion,UG,Coal
7/5/1909,Toller,Tollerville,CO,9,Coal,Explosion,UG,Coal
10/2/1909,Northwestern,Roslyn,WA,10,Coal,Explosion,UG,Coal
10/20/1909,Rock Island No. 8,Hartshorne,OK,10,Coal,Explosion,UG,Coal
10/30/1909,Franklin No. 2,Johnstown,PA,13,Coal,Explosion,UG,Coal
11/8/1909,Auchincloss,Nanticoke,PA,9,Coal,Fire,UG,Coal
11/12/1909,Cherry,Cherry,IL,259,Coal,Fire,UG,Coal
12/10/1909,Baker No. 5,Clay,KY,7,Coal,Explosion,UG,Coal
12/22/1909,Mine A,Herrin,IL,8,Coal,Explosion,UG,Coal
1/10/1910,Nottingham,Plymouth,PA,7,Coal,Explosion,UG,Coal
1/30/1910,Primero,Primero,CO,75,Coal,Explosion,UG,Coal
1/31/1910,Browder,Browder,KY,34,Coal,Explosion,UG,Coal
2/4/1910,Ernest No. 2,Ernest,PA,12,Coal,Explosion,UG,Coal
2/7/1910,Barthell No. 1,Stearns,KY,6,Coal,Explosion,UG,Coal
3/1/1910,Alaska-Mexican,Treadwell,AK,37,Gold,Explosion of powder,Surface,Metal
3/11/1910,South Wilkes-Barre No. 5,South Wilkes-Barre,PA,7,Coal,Explosion,UG,Coal
3/30/1910,Great Western No. 2,Wilburton,OK,6,Coal,Explosion,UG,Coal
4/12/1910,Limestone Quarry,Nazareth,PA,11,Limestone,Quarry explosion,Surface,Stone
4/19/1910,Mulga,Mulga,AL,40,Coal,Explosion,UG,Coal
4/20/1910,Amsterdam,Amsterdam,OH,15,Coal,Explosion,UG,Coal
5/4/1910,Palos No. 3,Palos,AL,84,Coal,Explosion,UG,Coal
5/31/1910,Union Quarry,Devils Slide,UT,25,Limestone,Quarry explosion,Surface,Stone
6/1/1910,Lehigh Quarry,West Coplay,PA,8,Limestone,Quarry explosion,Surface,Stone
6/6/1910,Richard,Dover,NJ,5,Iron,Falling from man-car,UG,Metal
10/7/1910,Starkville,Starkville,CO,56,Coal,Explosion,UG,Coal
11/2/1910,Yolande No. 1,Yolande,AL,5,Coal,Explosion,UG,Coal
11/5/1910,Lawson,Black Diamond,WA,16,Coal,Explosion,UG,Coal
11/7/1910,Victor American No. 3,Delagua,CO,79,Coal,Explosion,UG,Coal
11/10/1910,Shoal Creek No. 1,Panama,IL,6,Coal,Explosion,UG,Coal
11/24/1910,Providence No. 3,Providence,KY,10,Coal,Explosion,UG,Coal
11/27/1910,Jumbo,Durant,OK,13,Asphalt,Explosion of gas,UG,NonMetal
12/13/1910,Leyden,Leyden,CO,10,Coal,Fire,UG,Coal
12/13/1910,Greeno,Tacoma,VA,8,Coal,Explosion,UG,Coal
12/30/1910,Lick Fork,Thacker,WV,10,Coal,Haulage,UG,Coal
1/17/1911,Keating,Radersburg,MT,6,Gold,Powder explosion,UG,Metal
1/19/1911,Carbon Hill,Carbon Hill,VA,7,Coal,Explosion,UG,Coal
2/8/1911,Cokedale,Trinidad,CO,17,Coal,Explosion,UG,Coal
2/22/1911,Belmont,Tonopah,NV,17,"Gold, Silver","Fire, asphyxiation",UG,Metal
3/10/1911,Norman Mine (open pit),Virginia,MN,14,Iron,Slide of bank,Surface,Metal
3/17/1911,No. 16,Mineral,KS,5,Coal,Explosion,UG,Coal
3/21/1911,Hazel,Canonsburg,PA,9,Coal,Haulage,UG,Coal
4/6/1911,Price-Pancoast,Troop,PA,73,Coal,Fire,UG,Coal
4/7/1911,Banner,Littleton,AL,128,Coal,Explosion,UG,Coal
4/23/1911,Ott No. 20,Elk Garden,WV,23,Coal,Explosion,UG,Coal
5/4/1911,Hartford-Cambria No. 2,Negaunee,MI,7,Iron,Fire,UG,Metal
5/9/1911,Boston,Larksville,PA,5,Coal,Fire,UG,Coal
5/26/1911,Cameron,Shamokin,PA,5,Coal,Explosion,UG,Coal
7/14/1911,Sykesville,Syskesville,PA,21,Coal,Explosion,UG,Coal
7/31/1911,Standard,Welch,WV,6,Coal,Explosion,UG,Coal
8/22/1911,Giroux,Ely,NV,7,Copper,Fire,UG,Metal
9/2/1911,Butte & Superior,Butte,MT,6,Zinc,Cage accident,UG,NonMetal
10/2/1911,Drifton,Freeland,PA,5,Coal,Suffocation,UG,Coal
10/18/1911,Wharton,Hibernia,NJ,12,Iron,Shaft flooded,UG,Metal
10/22/1911,O'Gara No. 9,Harrisburg,IL,8,Coal,Explosion,UG,Coal
11/8/1911,Adrian,Punxsutawney,PA,8,Coal,Explosion,UG,Coal
11/17/1911,Bottom Creek,Vivian,WV,18,Coal,Explosion,UG,Coal
12/8/1911,Cross Mountain,Briceville,TN,84,Coal,Explosion,UG,Coal
1/8/1912,Parrish,Plymouth,PA,6,Coal,Explosion,UG,Coal
1/15/1912,Carbon Hill,Carbon Hill,VA,5,Coal,Explosion,UG,Coal
1/18/1912,Central,Central City,KY,5,Coal,Explosion,UG,Coal
1/19/1912,Kemmerer No. 4,Kemmerer,WY,6,Coal,Explosion,UG,Coal
2/21/1912,Western No. 5,Lehigh,OK,9,Coal,Fire,UG,Coal
3/19/1912,San Bois No. 2,McCurtain,OK,73,Coal,Explosion,UG,Coal
3/25/1912,Jed,Jed,WV,81,Coal,Explosion,UG,Coal
4/20/1912,Coil,Madisonville,KY,5,Coal,Explosion,UG,Coal
5/12/1912,Norrie,Ironwood,MI,7,Iron,Cave-in,UG,Metal
6/17/1912,Hastings,Hastings,CO,12,Coal,Explosion,UG,Coal
7/6/1912,Eureka Pit,Ely,NV,10,Copper,Dynamite explosion,UG,Metal
7/10/1912,Panama,Moundsville,WV,8,Coal,Explosion,UG,Coal
7/15/1912,Carbon Hill,Gayton,VA,8,Coal,Explosion,UG,Coal
7/23/1912,Superba and Lemont,Evans Station,PA,18,Coal,Inundation,UG,Coal
8/12/1912,Abernant,Abernant,AL,18,Coal,Explosion,UG,Coal
12/8/1912,Great Northern Development Co.,Cordova,AK,9,Gold,Snowslide,Surface,Metal
2/18/1913,Seagraves,Eldorado,IL,5,Coal,Explosion,UG,Coal
